Date,AN8068571086,AT0000746409,AU000000BPT9,AU000000ERA9,AU000000ORG5,AU0000088338,BMG2108M2182,BMG2178K1009,BMG5320C1082,BMG6359F1370,BRCMIGACNPR3,BRCPLEACNPB9,BREGIEACNOR9,BRELETACNPB7,BRLIGTACNOR2,BRPETRACNPR6,BRSBSPACNOR5,BRTRPLACNPR1,CA00208D4084,CA13321L1085,CA1363851017,CA1367178326,CA29250N1050,CA2927661025,CA3495531079,CA4530384086,CA6744822033,CA74022D4075,CA8672241079,CA89346D1078,CH0048265513,CL0000000035,CL0002694637,CLP3615W1037,CLP3710M1090,CLP371861061,CNE000000HW5,CNE000000SK7,CNE1000002Z3,CNE1000003D8,CNE1000006Z4,CZ0005112300,DE0007037129,DE000ENAG999,ES0116870314,ES0130670112,ES0144580Y14,ES0173093024,ES0173516115,FI0009007132,FR0000051070,FR0000120271,FR0013181864,GB0001500809,GB0003395000,GB0004478896,GB0006449366,GB0007908733,GB0007980591,GB00B033F229,GB00B19Z1432,GB00B1FH8J72,GB00B39J2M42,GB00B572ZV91,GB00BDR05C01,GB00BNNTLN49,GB00BP6MXD84,GRS298343005,HK0002007356,HK0003000038,HK0006000050,HU0000153937,ID1000053705,INE002A01018,INE029A01011,INE036A01016,INE094A01015,INE103A01014,INE129A01019,INE213A01029,INE242A01010,INE245A01021,IT0001233417,IT0003128367,IT0003132476,IT0005495657,JP3180400008,JP3228600007,JP3246400000,JP3350800003,JP3522200009,JP3526600006,JP3573000001,JP3585800000,JP3600200004,JP3605400005,JP3845400005,JP3850200001,KR7003480001,KR7010950004,KR7015760002,KR7036460004,LU0075646355,MHY8564W1030,MYL4324OO009,MYL4677OO000,MYL5347OO009,MYL5681OO001,MYL6033OO004,NL0000360618,NL00150003E1,NO0003078800,NO0005052605,NO0010199151,NZCENE0001S6,PHY0001Z1040,PHY5764J1483,PHY6885F1067,PK0022501016,PLPKN0000018,PTEDP0AM0009,RU0009024277,RU0009062467,TH0355A10Z04,TH0465010005,TH0471010Y04,TRATUPRS91E8,US00130H1059,US0188021085,US0236081024,US0255371017,US03743Q1085,US0495601058,US1258961002,US12653C1080,US1270971039,US1307881029,US15189T1079,US1667641005,US20825C1045,US2091151041,US2333311072,US25179M1036,US25746U1097,US2620371045,US26441C2044,US26875P1012,US26884L1098,US2810201077,US29364G1031,US29670G1022,US30034W1062,US30040W1080,US30161N1019,US30231G1022,US3379321074,US4062161017,US4198701009,US42330P1075,US4234521015,US42809H1077,US5526901096,US6267171022,US62955J1034,US6361801011,US65339F1012,US65473P1057,US6708371033,US6745991058,US6752321025,US6826801036,US69331C1080,US69351T1060,US7034811015,US7234841010,US7237871071,US7445731067,US75281A1097,US78454L1008,US8168511090,US8425871071,US8454671095,US88642R1095,US9026531049,US9026811052,US91913Y1001,US92939U1060,US9694571004,US98389B1008,ZAE000006896
2018-01-31,101829.8,4729.27,2396.07,356.35,13296.37,7343.16,3209.66,23604.24,8008.96,2492.32,2299.86,992.92,7407.63,1985.57,1068.95,34847.55,7851.76,2128.52,3901.25,3651.91,41850.11,5846.15,61924.6,2773.69,14918.32,26200.41,526.19,1066.01,59606.89,1595.74,4221.45,3924.09,2721.5,4363.37,7842.73,13483.07,329.72,4661.38,1097.95,543.4,3034.85,13827.75,11615.96,23173.48,23193.82,23873.52,52600.66,11506.38,29385.89,19328.78,910.14,147339.09,2074.41,3941.17,1077.95,1431.13,391.02,18819.52,142027.11,10628.06,1905.82,6563.46,7156.23,542.86,38655.93,6433.6,161703.16,3346.84,25792.77,27648.16,18978.28,10057.81,1642.0,95733.29,16790.23,2052.32,9528.12,3553.21,12726.57,41049.78,31882.16,3784.76,6033.93,64720.72,65584.16,4749.38,8256.87,11640.08,5186.89,2517.9,4103.0,9510.14,10881.61,6507.28,3112.93,6482.11,1718.82,1402.34,114.9,12967.81,21491.96,4266.18,5117.57,818.09,992.88,4282.76,22938.64,6275.11,9087.1,3851.02,1414.97,2580.54,15147.59,1006.52,2963.31,8434.21,7439.29,1754.4,931.65,13926.67,12886.84,56355.22,23518.44,15083.9,3664.41,4795.42,7703.32,7634.07,9196.4,13740.4,33840.14,17115.55,9198.43,12623.23,3134.85,12187.09,1954.22,12146.52,238086.6,69076.94,24943.5,18950.33,21740.55,49191.4,1955.5,54957.26,66495.19,14358.23,20372.95,14224.82,6434.18,7340.58,19992.32,37163.27,369930.3,15646.9,46855.41,3710.69,1112.33,7841.67,15913.35,5171.65,5539.59,13939.57,4783.45,74583.13,8312.06,6430.53,57363.17,2032.41,23992.88,21826.95,22119.36,5254.13,8932.8,31124.93,26248.22,3535.98,2606.42,26900.32,45478.05,2172.68,612.54,9783.53,7918.86,41571.91,20289.51,25951.57,23174.29,23490.55
2018-02-28,90974.19,4526.32,2359.05,268.29,12398.64,7147.93,2978.94,22254.64,7592.39,2041.53,2454.18,1001.09,7866.04,2279.54,958.54,37004.86,7921.22,2058.25,3417.89,3496.62,37932.88,5210.13,53984.68,2697.57,13781.42,22543.26,464.45,924.56,54027.9,1608.77,4180.71,3884.6,2566.84,4262.91,7679.44,13265.87,320.37,4204.6,1059.28,501.07,2919.23,13040.81,11551.53,22537.38,22963.95,22340.02,47713.03,10559.04,27915.63,19557.48,837.45,145286.92,1004.88,3475.51,1080.42,1376.47,375.13,17123.58,130424.83,11035.77,1668.19,5558.68,6259.21,429.94,34370.61,5279.56,146959.39,3075.39,25537.93,27670.3,18150.73,8962.72,2030.99,92817.88,14303.23,1839.22,8892.0,3208.12,11877.43,37093.39,28272.43,3508.31,5563.55,59259.67,60787.48,4155.37,8270.73,11480.68,5337.1,2523.45,4350.22,10374.94,11526.42,6204.88,3129.59,6616.81,1641.98,1291.29,106.76,12839.56,19622.29,3912.79,4982.89,761.95,1007.91,3983.17,22710.17,6543.54,8900.98,3506.9,1231.1,2517.94,14071.26,1092.53,2731.53,8372.8,7284.59,1654.32,878.22,12047.24,12277.77,57056.72,23909.62,14607.62,3991.67,5305.51,7690.65,7179.55,8941.91,13175.06,32284.63,13050.3,8931.02,11974.44,3595.8,11132.59,1822.03,11659.85,213795.4,63791.35,23245.63,18078.51,16135.48,48258.46,1718.04,52744.97,58685.44,13305.63,19740.89,13706.01,6077.29,6931.02,18062.48,35744.68,320818.6,15375.81,40613.31,3587.4,882.55,7027.35,14309.73,5134.55,4374.72,13339.24,4241.18,71631.25,7804.31,6258.79,50193.73,1809.7,23131.02,21160.07,19891.01,4016.72,8604.11,28990.3,24445.75,3303.08,2048.34,27825.21,43411.33,2095.82,591.93,9015.54,7455.18,39167.79,18907.07,22966.59,21989.05,22746.31
2018-03-31,89782.25,4940.88,2121.33,194.59,11735.24,6281.8,2858.41,21666.03,6963.33,2205.61,2501.18,1006.72,7690.86,1924.73,831.42,36087.24,7197.86,2005.57,3852.44,3594.92,38504.0,5255.44,53570.91,2737.89,14210.04,21915.72,504.64,814.27,56557.55,1558.72,4559.02,3782.1,2381.76,4204.45,6691.82,13419.71,314.35,3914.73,1829.7,550.66,3156.24,13397.12,14260.56,24481.99,23862.92,23287.86,47287.07,11132.78,27593.11,19064.89,927.31,149410.12,1159.94,3820.63,1107.02,1546.48,381.92,18169.25,134141.75,11172.75,1374.83,6111.81,6843.17,427.48,37752.3,5682.55,145781.03,2950.66,25720.74,28729.99,19022.22,8948.48,1558.16,85732.11,14216.84,1723.78,8056.99,2951.82,8519.82,34984.48,26296.53,3276.16,5989.41,62141.53,63859.39,3956.25,8225.85,12066.26,5653.64,2647.25,4472.9,10712.48,12152.82,6195.37,3270.04,6719.28,1787.88,1410.99,101.12,12674.67,19784.68,4196.04,4180.2,811.08,593.33,3807.96,23788.84,6390.14,9126.27,3286.97,1116.03,2496.26,12109.43,1045.81,2712.79,7288.22,6869.19,1662.01,908.26,10503.88,13886.54,58592.68,24394.99,14536.72,3905.97,4835.76,6852.48,7509.8,9458.34,13780.53,33766.43,14704.99,9347.11,12793.12,3549.2,11058.24,1788.42,11822.3,217845.2,69436.5,24209.76,18759.89,16724.71,45344.03,1708.37,54275.89,60913.21,12565.11,20741.13,14297.54,6054.18,7480.04,18670.91,37644.13,316032.2,16217.13,41079.54,3741.96,857.38,7246.17,15948.01,5499.77,4471.26,14056.5,4414.5,76999.69,8071.23,6545.18,49704.06,1826.73,23397.93,22663.84,19641.07,3892.23,8931.9,29293.21,25359.38,3623.89,2013.72,29351.38,45220.37,2541.04,678.93,9531.33,7685.29,39976.66,19784.27,20574.2,23133.89,21928.08
2018-04-30,94964.69,5294.16,2714.64,209.08,12941.99,6106.88,2848.69,20973.69,6942.76,2415.58,2355.67,985.48,6922.93,1735.24,1025.61,36895.31,6890.61,1954.33,3951.61,4174.18,44291.39,5039.86,51708.22,2844.97,14223.09,25666.89,558.65,1047.65,62772.87,1518.17,5696.47,3872.27,2353.85,4375.16,6532.76,13158.16,295.02,3800.54,2016.56,583.48,3126.3,13791.08,13797.67,24147.28,25281.11,24778.01,49909.51,11296.6,29806.53,20511.43,1125.78,167495.0,1672.8,4361.41,1158.5,1811.26,398.66,19309.72,147867.37,11881.74,1453.82,6313.37,6980.12,479.16,38959.33,6002.64,161130.45,3120.35,26235.84,29300.37,15894.93,9480.28,1529.18,91443.79,12590.05,1778.23,6952.41,2837.4,10984.77,34717.4,23617.41,3578.53,6311.83,64709.4,71131.9,3876.92,8963.8,13125.53,5858.78,2835.85,4645.61,11869.61,12273.89,7651.42,3226.74,6484.5,2147.07,1428.39,109.07,11595.05,22509.74,4736.44,4605.39,885.83,578.82,4032.18,22923.92,6836.54,8987.1,3461.52,1341.13,3249.87,12928.8,1464.86,2715.22,7604.33,7013.13,1683.0,957.28,10949.81,13589.37,56138.57,23203.65,16856.08,3719.95,4564.71,6375.56,8084.43,9942.14,14282.98,34466.79,15649.21,9650.41,13332.42,3238.15,10795.07,1862.86,10929.21,239080.3,76639.31,24898.82,19128.31,19015.12,43433.82,1581.03,56192.73,68404.0,13325.04,21347.14,14753.4,6253.1,7706.19,19092.36,38306.34,329180.4,16405.67,46417.96,3775.71,1143.26,7572.72,17103.43,5501.72,5210.17,14772.81,4412.36,77273.13,8237.41,6565.15,59163.4,2092.81,24755.0,23807.31,20342.15,4751.11,9010.62,34369.82,26347.07,3451.93,2674.9,29504.45,46656.1,2405.91,825.74,9673.75,8377.17,47813.38,20282.82,21294.41,23834.85,23190.22
2018-05-31,95117.06,5528.27,2825.02,199.79,12777.35,5805.83,2855.05,20004.74,7347.76,2632.59,2000.14,809.59,6483.52,1193.88,676.3,28551.39,4799.56,1736.62,3643.4,4091.61,42433.62,4793.33,52944.12,2991.43,13511.44,26925.19,574.54,1012.74,65051.81,1479.49,5825.41,3371.08,2192.02,3951.06,5881.51,11100.05,304.33,3914.73,1970.88,658.58,3631.29,13439.24,13048.32,23273.34,24518.77,23290.42,45634.65,10516.29,29624.22,20854.1,1297.45,161527.62,1809.87,4675.78,1193.2,1854.99,350.32,18472.94,152986.17,10890.87,1358.89,6262.08,7039.25,474.4,37218.64,6256.54,159298.34,2533.08,26539.49,30243.02,14842.15,7713.51,1429.03,86504.8,12985.13,1694.55,7041.89,2410.12,11726.06,33831.45,25055.77,3258.59,5310.08,55813.72,65712.08,4307.41,9106.77,13530.8,5612.78,2921.91,4859.97,11759.47,12501.14,7647.18,3362.48,6429.23,2117.95,1466.39,119.17,11227.46,19742.18,5163.94,4992.99,801.47,492.97,2604.3,20544.29,6250.31,8740.28,3247.11,1332.26,3443.38,12981.58,1629.06,2894.84,6198.34,6925.36,1579.31,901.47,9421.83,14298.87,57438.8,24487.12,16691.55,3966.18,4215.9,5855.6,8432.84,9587.97,14421.86,33466.97,15286.17,9908.08,13032.94,3521.44,10316.49,1934.97,11274.4,237532.4,78850.75,23842.34,18589.3,21757.74,41887.31,1832.77,54089.68,68195.56,13683.45,20252.41,14630.44,6173.04,8064.62,18087.84,39957.15,343956.6,16415.21,43571.04,3736.52,1125.49,7227.56,18132.81,5429.46,5320.91,15823.38,4523.2,78168.75,9177.8,6994.58,64477.84,2348.01,28018.95,22376.8,19098.2,4586.97,8911.0,32909.55,26766.41,3947.91,2926.2,28138.59,45421.93,2775.59,698.24,9759.38,8737.26,52240.01,19926.27,22229.62,23163.16,23344.96
2018-06-30,92845.38,5505.61,2951.99,151.1,13035.74,6270.45,2480.13,19646.66,7068.72,2259.02,1842.61,730.94,5807.37,934.83,596.31,25029.54,4137.57,1511.07,3652.03,4450.07,44169.97,4988.21,60904.92,3086.82,13513.82,26991.58,574.39,969.71,66453.05,1443.66,6189.21,3184.06,2063.55,3636.01,5524.15,10121.02,289.02,3985.01,1869.3,565.45,3115.44,12724.38,13094.82,23473.65,26498.56,23357.23,48259.75,11017.63,31243.82,21200.86,1425.45,162412.34,1731.89,4501.91,1159.99,1691.2,342.51,18161.08,152605.5,11743.65,1275.82,6188.84,6870.81,422.49,37153.76,6603.38,159788.75,2558.6,27211.33,29457.06,14921.29,7912.46,1193.89,89933.96,11819.04,1503.93,5764.79,2073.24,11198.82,29669.15,22112.55,2891.7,5431.92,56466.67,67491.29,4655.37,8624.01,13695.58,5291.3,2984.82,4797.1,11366.74,12160.55,7486.31,3682.18,6142.73,2113.49,1465.53,112.34,11061.29,18432.32,5317.62,5235.59,778.37,464.17,3052.09,20578.9,6099.18,8474.32,3199.78,1227.88,3774.61,12385.41,1586.46,2837.0,5753.34,7510.12,1559.95,854.48,9603.01,14515.4,59007.97,24499.46,16836.17,3559.55,3577.4,5903.51,8869.37,9796.3,14826.33,34107.25,17865.71,10011.37,13357.84,3874.45,10745.41,1872.48,11956.13,241602.8,81460.0,24230.75,18807.09,23008.66,44490.95,1960.55,55435.63,72027.63,14649.83,20614.06,15841.43,6258.43,15233.53,18572.67,41125.27,350264.9,17125.81,39471.47,3733.26,1233.59,6942.29,20074.54,5601.32,5843.49,16579.78,4550.7,78743.88,9533.3,7032.53,64079.63,2508.62,28705.45,21979.15,19958.04,3988.25,9017.34,32251.7,27352.46,4169.73,2869.24,30669.03,46848.32,3110.07,754.65,10045.71,9014.25,47770.29,20399.57,22436.52,23489.17,22859.82
2018-07-31,93455.69,6716.58,3233.19,157.8,12778.48,6313.04,2533.07,19676.16,6974.6,2137.64,2127.54,700.11,6496.73,1362.28,710.06,29407.02,4548.65,1636.69,4199.61,4274.07,44837.48,4939.01,60871.98,3193.07,13955.32,27464.95,541.39,1060.79,68687.3,1637.55,5944.24,3371.11,2226.4,3900.58,5781.52,10112.21,305.23,3853.25,1767.66,671.09,3528.06,14122.85,15103.65,24909.87,27141.15,24503.95,49780.15,11484.56,31703.42,22327.61,1435.38,174141.25,1913.38,4135.78,1188.12,1693.31,317.7,16646.05,150276.97,11009.62,1310.34,6111.32,6433.0,417.15,35846.56,6205.74,157728.53,2556.97,28863.49,31411.43,15108.43,8048.03,1217.27,109589.23,12327.04,1529.75,6327.57,2068.53,12334.67,31004.24,23271.92,2939.96,5760.72,56743.1,70009.63,5288.8,7984.43,13317.01,5566.17,2971.42,4872.71,11650.33,10981.47,7666.14,3615.03,6374.75,2202.17,1384.76,104.67,11825.39,19109.99,4811.02,4751.39,700.03,502.58,3623.44,21902.59,6593.71,9122.14,3197.06,1220.63,3914.51,11808.59,1655.22,2818.64,6084.13,8056.62,1567.66,858.5,10835.77,14927.49,60679.97,24938.35,16526.67,3655.34,3961.57,5488.94,8840.09,10045.21,15145.12,35067.32,17594.35,10203.51,13693.04,3468.6,10367.66,1975.68,12290.64,241951.8,83868.38,24555.34,19729.58,22901.08,46881.54,1935.52,58142.35,74682.06,13115.52,21708.79,14699.89,6572.14,15238.96,19241.3,41051.03,345097.8,17219.73,37325.17,3829.28,1482.62,6683.7,19668.53,5684.53,5755.55,18602.95,4615.57,79012.56,9504.29,7238.25,64183.05,2695.86,28968.41,22278.87,20126.64,3784.44,9006.08,32256.82,26054.46,3849.08,3084.9,30531.68,49287.0,3013.59,895.5,10300.28,9239.02,50582.53,20941.94,24632.19,23855.82,24652.97
2018-08-31,87420.88,6924.24,3194.64,146.02,10115.64,5698.06,2498.48,19384.74,8433.49,2205.56,1758.38,634.92,5846.01,1166.09,687.02,26187.52,4047.87,1392.81,3759.09,4115.93,41727.96,4825.26,58555.56,3036.2,13918.42,24930.19,497.87,1146.92,67060.39,1690.04,5593.22,3128.34,2125.89,3708.52,5301.92,8567.59,290.93,3522.38,1564.85,532.38,3018.25,13695.95,14683.39,23478.45,26929.62,23761.93,47801.83,11394.5,30762.9,22532.24,1329.54,166988.79,1944.61,4214.79,1172.03,1789.38,353.7,16533.48,142112.32,10509.77,1337.36,6165.48,6572.68,384.43,35779.16,6289.73,148962.85,2595.86,29693.98,31678.89,14969.11,8391.5,1050.99,110959.37,11074.69,1772.21,5452.79,1997.81,11833.94,32577.81,21299.17,2924.95,5398.3,50389.95,67567.66,5414.18,7799.24,13481.81,5328.34,2971.53,4644.67,11043.4,10717.58,7449.22,3572.69,6322.03,2071.37,1471.71,90.2,12086.09,17589.61,4362.09,4464.62,680.95,542.4,3531.11,21665.45,6575.51,9004.11,3332.14,1087.79,3909.43,11457.47,1319.47,2638.11,5631.89,7871.22,1588.58,902.25,11416.61,14315.62,59359.27,23638.25,17284.53,3635.23,4339.1,4462.13,8906.26,10014.82,15430.64,35358.14,16764.36,10256.04,13947.98,3396.16,10513.25,1978.08,11992.87,226986.8,85332.56,24555.34,20202.19,21842.78,46266.98,1976.82,57871.69,68478.81,13469.28,21415.55,15117.67,6614.84,15499.79,19783.17,42219.78,339424.5,18167.48,35099.04,3840.17,1386.34,7143.44,20181.0,5466.95,5335.04,18009.89,4772.86,80219.88,9827.4,7356.09,61078.24,2785.52,27105.45,23882.04,20805.23,3769.04,8795.57,29769.1,26453.67,4096.04,3374.22,31742.99,44398.84,3295.02,834.73,10699.12,9397.23,50381.66,21323.73,35785.31,24461.63,24499.58
2018-09-30,84320.5,8387.2,3525.73,142.35,10515.31,5642.39,2203.85,21002.45,9398.14,2201.98,1741.16,687.82,5799.21,1237.61,652.12,29584.67,4037.54,1467.33,3942.71,4510.35,39779.5,4869.94,55317.06,3026.83,13764.77,25733.46,474.82,1011.8,62545.09,1610.57,6443.06,3207.43,2419.36,3775.22,5738.37,8825.19,291.82,3513.6,1546.22,559.62,3093.58,13754.69,14216.56,22450.91,27324.53,22884.52,47094.72,11337.02,31821.83,22276.46,1245.56,172795.11,1985.54,4780.7,1245.39,1681.21,346.59,15340.8,154140.85,11398.39,1307.12,5716.49,6260.08,374.01,35073.22,5863.04,156685.56,2669.45,29591.34,30556.93,14865.01,8827.73,1194.13,109991.68,11196.37,1089.11,5285.76,1735.92,11790.19,31370.49,20544.96,2457.02,5439.88,52097.35,68725.14,6232.59,8129.26,14157.21,5723.52,2912.68,4769.47,11468.25,11096.61,7894.66,4040.19,6826.99,2153.61,1357.12,93.04,13904.75,16985.92,5051.52,4840.18,676.93,461.04,3295.45,21211.74,6303.77,9036.62,3724.09,1117.33,4181.15,12414.05,1522.16,2768.94,5109.3,7092.6,1507.86,837.08,11719.09,13496.62,65219.05,26835.54,19027.43,3841.86,4296.65,5594.24,9263.56,9951.71,15428.21,34939.16,18233.1,10442.85,13880.0,3048.87,9935.31,2062.2,11932.52,234306.4,89946.06,23702.93,19836.83,20321.47,45946.63,1961.8,57002.6,73888.56,11676.71,22050.89,14672.77,6565.02,14921.09,19469.46,42171.48,359958.5,18065.41,35662.17,3875.01,1463.36,7492.06,21451.68,5035.7,5769.39,16483.24,4818.42,79040.88,9046.87,7254.23,62837.1,2719.51,27878.59,23794.12,20469.43,3764.64,8866.11,29682.2,26676.0,4238.23,3535.7,31105.84,44216.32,2996.0,813.6,10822.25,9645.86,48616.49,21065.0,32882.82,24034.0,24111.52
2018-10-31,71054.19,6866.6,2840.32,124.76,9090.52,5223.76,1790.96,19374.38,9164.49,1778.24,2883.74,905.96,6993.98,1900.83,915.22,41655.21,5143.11,1763.48,3303.97,4249.52,33361.13,4726.09,53862.32,2284.18,14132.51,24820.87,370.81,711.39,53956.88,1515.46,5085.58,3020.85,2351.66,3288.27,4961.39,9049.69,262.76,3478.46,1364.08,542.15,2620.18,12804.59,11252.95,21363.1,24626.67,22168.83,45348.44,11219.13,28620.08,18716.96,906.34,157961.84,1726.23,4019.61,1087.97,1423.73,302.6,14972.55,145434.12,10613.56,1199.69,5644.34,6330.73,356.29,36008.96,6012.07,144737.16,2431.01,28328.02,29361.98,14252.16,8587.04,959.87,90968.93,8070.34,1275.56,4619.17,1936.4,11413.34,26596.66,18183.75,2800.06,5056.57,49924.58,64672.4,5538.34,7646.48,14394.35,5521.04,2806.98,4774.02,10937.94,11122.4,8230.53,3675.24,6363.17,1960.66,1259.07,74.89,12250.67,15266.73,4220.53,4146.14,665.89,420.84,2763.81,19947.2,6172.72,8644.08,3560.76,1092.4,3454.98,10772.12,1061.06,2616.1,4948.84,7747.81,1419.27,828.47,10299.34,12859.92,63979.77,27766.89,16706.26,3668.58,3760.17,5885.86,9656.29,10140.54,15776.61,36174.46,14358.13,10350.56,14030.57,3186.33,10447.48,2018.86,13537.17,213337.9,80471.81,23667.83,20448.36,15169.68,46691.94,1522.68,58905.02,61086.96,8642.84,22608.02,15206.88,5788.38,14750.85,20046.19,42364.69,337349.5,19066.68,30381.27,4061.2,1262.26,6786.11,17004.92,4892.61,5513.57,14107.89,4666.97,82445.5,9212.98,7220.31,50639.58,1866.21,26985.31,24279.14,21894.07,3617.76,9209.87,25095.0,27006.16,3954.65,2729.55,30113.18,46330.84,3104.02,700.39,10518.22,9225.11,38650.23,21581.97,29452.51,25183.72,20470.98
2018-11-30,62454.58,6962.31,2535.79,113.42,8325.77,5243.31,2145.1,20153.32,9768.64,1155.68,3185.5,1076.08,7245.4,1940.02,825.25,36809.18,4979.74,1866.44,2423.12,4696.14,30471.8,4683.17,60061.13,2343.5,14814.6,23494.95,255.73,674.17,52137.31,1532.08,4286.48,3346.05,2281.18,3658.55,5155.31,9951.86,270.36,3569.23,1499.2,612.58,2931.07,12832.87,12425.49,22527.88,24757.75,23592.8,47738.06,11649.79,27562.0,18518.54,764.19,149366.29,1067.54,3278.15,1112.04,1193.15,331.1,14348.41,133102.75,10011.68,1263.59,5537.19,6615.64,308.34,36117.85,5793.27,136224.21,2553.99,27844.72,31025.38,14454.26,9061.84,870.97,106184.49,10096.93,1250.14,5080.14,1858.34,11099.82,25834.02,18756.14,2953.34,5271.4,55141.03,58621.95,4423.18,7592.34,14087.19,5566.6,2681.75,4685.98,11361.65,11624.74,9751.08,4299.01,6572.24,1872.72,1475.1,84.3,11098.09,17009.07,4199.98,3521.3,442.92,344.13,2920.26,19352.68,6125.25,8956.19,3121.77,1028.48,2867.1,9739.89,722.95,2889.82,5610.14,8260.8,1466.54,768.72,12423.74,12781.06,54844.83,25720.26,15934.26,3841.93,3790.18,5958.32,10258.98,10709.14,16763.56,38334.28,13333.37,11179.77,14758.73,2817.82,10848.48,2197.67,14038.36,227267.5,76189.19,25027.12,21783.7,12655.44,48907.22,1404.61,63139.55,59909.77,4760.31,18023.86,15770.23,6101.55,15641.32,21655.97,44859.55,336587.4,19347.97,27534.13,4172.25,1214.85,6607.73,15965.08,5188.6,5520.49,12309.89,4629.15,86847.38,9598.07,7913.38,53055.65,1654.36,25269.93,13682.63,22030.91,3017.7,10015.45,25185.75,28254.63,3630.3,2287.71,31531.12,48697.26,2801.76,863.42,11438.8,9987.48,33902.21,22869.32,30650.95,26951.37,18299.26
2018-12-31,49897.35,7246.8,2157.22,89.3,8014.01,4678.37,2071.02,20076.41,8557.83,715.59,3472.87,1011.27,6951.42,1929.27,868.2,32781.88,5555.2,1789.17,2098.87,4485.88,29087.56,4558.87,62778.35,1895.07,14218.71,19888.18,189.42,509.78,44525.77,1170.53,4230.66,3196.23,2334.9,3521.38,4937.36,10141.96,278.4,3460.89,1436.08,645.2,2989.77,12784.2,12359.97,21628.55,25463.36,24362.94,51324.35,12058.02,25090.34,19394.65,741.09,139284.66,938.15,3178.46,1110.04,1009.14,344.37,14139.5,128007.19,9787.31,1161.94,5483.71,6393.55,287.49,33079.15,5564.59,131167.37,2578.4,28558.06,31836.6,14856.56,8987.65,849.3,101799.18,11271.15,1191.11,5527.58,1895.31,11637.92,27554.25,19064.71,2975.38,5631.56,58619.94,57113.35,3773.21,7629.85,14117.56,5657.44,2700.25,4829.48,10795.0,11459.24,9564.61,4492.89,6646.11,1838.49,1491.33,77.54,9857.8,19043.72,3987.71,3186.26,335.45,338.29,2666.59,18715.46,6370.61,9193.38,3038.75,729.52,2475.16,9368.7,461.78,2835.51,5892.53,8144.86,1374.57,635.41,12312.95,12744.39,54023.55,23695.34,13838.86,4009.93,3608.65,5493.3,9576.82,9973.42,15935.4,36865.2,9963.02,10837.91,14067.4,2325.11,9636.87,2290.92,14148.63,207873.1,71779.94,23815.48,20066.32,10553.22,46911.53,1074.39,61521.3,50573.31,4806.1,18496.29,15590.9,6083.76,14956.34,20610.25,43612.12,288703.1,19204.77,23285.31,3987.16,801.51,5227.3,11998.25,4673.07,4047.78,9852.52,4399.63,83076.38,9429.27,7827.5,46343.45,1192.25,22192.95,12318.51,20403.26,2250.23,9549.2,22419.15,26308.65,2387.76,1737.5,29607.29,45188.75,1982.16,694.59,10917.13,9274.71,31810.38,21853.12,26692.47,25317.33,18453.54
2019-01-31,61140.87,8715.95,2990.11,92.49,9185.48,5104.13,2192.86,21400.1,8600.62,1059.07,3692.26,1243.57,9373.66,2965.63,1116.29,39337.68,8137.6,2163.04,2560.04,4797.8,32279.68,5127.94,73924.79,2073.39,15287.77,22291.69,204.73,646.48,51146.98,1555.09,5224.32,3448.29,2559.4,4000.26,5757.22,11786.41,258.45,3393.55,1588.65,663.84,2947.21,13590.83,14283.22,24420.87,27960.07,26508.75,53870.4,12479.51,27421.71,20202.3,793.42,145446.22,1337.64,3752.63,1280.08,1212.76,389.11,15799.19,138620.53,10221.76,1008.93,6234.88,7452.19,322.26,37017.02,6328.29,138363.69,2686.41,29251.5,33374.08,14347.7,9819.72,1289.11,109371.35,10536.67,994.53,5002.99,1672.02,10531.8,25487.81,18687.57,2711.62,5723.08,61432.74,61742.56,4815.37,8220.27,14266.87,5864.67,2816.51,5069.92,11976.29,11855.19,9878.66,4548.98,6801.83,1847.64,1489.61,77.89,10573.76,19905.39,4488.5,3720.81,352.53,352.3,2930.1,17910.46,6398.31,8734.3,3403.13,934.92,3047.7,9559.65,763.5,3002.53,6946.29,7911.97,1345.73,696.88,12058.57,13384.46,60391.65,24764.04,15629.63,4414.95,3760.83,6725.05,10855.05,10498.23,16963.26,39025.61,12320.81,11412.69,14776.48,2407.79,10757.93,2380.33,15496.83,219070.3,76787.81,24931.63,21421.51,12477.52,54542.46,1339.5,63816.99,57526.35,4960.21,18561.45,16908.68,6236.79,15101.24,22001.65,46315.03,310326.1,20781.96,27472.81,4049.22,1011.88,6125.6,16363.85,5039.63,4733.15,11301.64,4943.76,85582.38,10160.7,8179.03,50054.68,1545.98,26413.52,6742.76,22579.74,2637.22,9876.47,24260.14,27572.27,2752.04,2202.19,32012.76,50279.79,2540.18,781.36,12055.13,9914.33,36674.91,23037.69,32599.91,26905.12,18847.4
